1_1,1_2,1_3,1_4,1_5,2_2,2_3,2_4,2_5,3_3,3_4,3_5,4_4,4_5,5_5,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,go_x,go_y
14.32208908,13.05774163,16.32303903,11.93184103,18.28561058,11.79339419,15.05869159,10.66749359,17.02126314,18.32398898,13.93279098,20.28656053,9.541592982,15.89536253,22.24913209,2.322686011,-9.9338487,2.03090287,-6.801561563,-2.099045476,2.158960133,4.538674011,-7.557581548,5.79272921,-3.51551796,-6.620577227,3.935194149,-3.921543872,5.20904543,5.045294115,-1.862337392,-4.489441338
8.260493315,17.6768567,7.500479799,10.51928136,15.18805738,27.09322009,16.91684319,19.93564474,24.60442077,6.740466282,9.759267842,14.42804387,12.7780694,17.44684542,22.11562145,-2.733698109,-9.323741267,2.861898633,-9.450238703,2.01735865,2.012486678,0.33828588,-8.949859864,3.079131374,-5.347782684,-4.814976262,2.513573137,-8.778431233,-1.161585845,2.540459706,-0.234099386,-7.704951629
22.49959063,28.82990725,28.7185304,22.5099148,21.62273806,35.16022387,35.04884702,28.84023142,27.95305468,34.93747017,28.72885457,27.84167783,22.52023898,21.63306223,20.74588548,9.838361039,-9.480142373,4.737299279,-6.912136539,9.472794708,3.403992674,-6.613107318,8.954239169,5.279095542,-5.547722899,1.688738618,5.574746726,6.824355835,-1.147645332,6.082752976,0.156170845,-6.259725761
24.08501352,24.94956085,25.04177276,27.23190569,18.9944725,25.81410818,25.90632009,28.09645302,19.85901983,25.998532,28.18866493,19.95123174,30.37879786,22.14136467,13.90393147,2.032070192,0.708559999,3.425975629,4.730966185,-2.419843418,6.138147217,3.175068145,1.011106968,3.614654978,9.489817289,-9.259546247,5.133152017,-0.59583267,-9.742070007,5.425571773,-4.790917733,-8.604414597
25.01607952,23.16964006,22.31627966,23.46589969,33.02589849,21.3232006,20.4698402,21.61946023,31.17945903,19.6164798,20.76609983,30.32609863,21.91571986,31.47571866,41.03571746,-3.785111699,-2.202360519,3.674595636,-1.248418908,4.848770578,6.497853512,-0.940816444,-0.287615344,4.756697281,-3.299640902,2.684618403,3.748046381,-9.567988828,-8.715151753,3.180545042,6.993279813,2.972065245
24.60295302,37.28191279,29.0758356,24.42692925,25.12233746,49.96087256,41.75479537,37.10588902,37.80129724,33.54871818,28.89981183,29.59522005,24.25090548,24.94631369,25.64172191,1.082640278,-4.209318813,5.721341136,9.368409933,8.896457186,3.987644758,3.332537177,3.290135301,3.360285983,-7.000527083,4.005151474,4.29960509,0.20204649,0.816086553,3.082812801,-9.424889517,-7.070157417
24.96027273,29.21077601,29.25428031,22.33288531,21.68714561,33.46127929,33.50478359,26.58338859,25.93764888,33.54828789,26.6268929,25.98115319,19.7054979,19.05975819,18.41401848,2.768791207,-0.980637206,3.410098303,-3.6773508,-8.684575111,5.261963859,7.918957174,-1.158157041,3.928395335,-4.453694426,-0.638709653,5.978504162,-6.136953298,0.360322449,6.383527653,-6.204443515,6.994705536
26.87420166,22.37255319,25.2705129,32.11803194,21.70424323,17.87090472,20.76886444,27.61638347,17.20259476,23.66682415,30.51434318,20.10055447,37.36186222,26.94807351,16.53428479,-3.597337066,2.768472705,6.717630069,8.487684783,-4.041011962,5.190704086,1.580178059,-4.196610815,6.590729614,-9.896562225,-1.324593042,2.632925836,7.807295079,9.537298454,5.325379083,8.031386375,3.217823467
16.88684885,21.69869014,19.63143401,12.12074686,21.32291312,26.51053143,24.4432753,16.93258815,26.13475441,22.37601917,14.86533202,24.06749828,7.354644867,16.55681113,25.75897738,6.321683526,-3.778714599,4.010208235,6.793772529,7.61383507,5.694768615,8.230560333,3.620425,4.001404279,-0.258515596,-3.035541563,3.360768375,-6.425992566,9.138969061,4.234332971,-0.79497853,-1.642651141
29.45251849,30.34629565,21.77238029,24.5599655,30.12500502,31.24007281,22.66615745,25.45374266,31.01878218,14.09224209,16.8798273,22.44486682,19.66741251,25.23245203,30.79749155,9.575913551,-6.541568989,4.554166225,9.580225972,1.411331416,5.696988643,-3.99790191,0.163925804,6.001587284,-3.661374466,5.797824275,3.093318616,9.164050976,3.56019655,3.311569197,-4.100010822,-3.52637847
18.57699577,24.492335,17.9841699,17.80987341,12.42225491,30.40767424,23.89950913,23.72521265,18.33759415,17.39134403,17.21704754,11.82942904,17.04275105,11.65513255,6.267514052,-2.328809807,4.446055008,3.339160926,8.269263181,0.223658526,2.735856349,-4.360803846,-9.058659489,6.203510215,-2.876024801,3.03457896,4.615283725,-5.352115063,-3.065009871,2.988507425,-6.271987427,-3.272594323
36.8566829,31.66222012,21.99325382,35.70557996,26.41358095,26.46775734,16.79879104,30.51111718,21.21911817,7.129824736,20.84215088,11.55015187,34.55447702,25.26247801,15.970479,9.521056099,6.832118995,3.839692651,2.700872079,9.671774475,4.189962963,-9.395946246,0.720847279,2.009172106,4.590091697,-7.692064756,3.546828366,-7.073820182,7.53035529,6.744885223,-8.172980766,3.399687153
13.61760482,16.16151318,24.35550653,19.40263842,22.63869612,18.70542154,26.89941489,21.94654678,25.18260448,35.09340824,30.14054013,33.37659783,25.18767203,28.42372972,31.65978742,1.734747141,0.455136596,4.143039867,6.655397873,4.906835162,6.590817337,9.67466632,-8.426895943,4.342371265,-1.258312628,-5.652203392,5.520815165,-8.807570836,-7.283427013,2.510305462,0.054884288,5.590608503
38.71383502,30.61338938,29.04127435,27.29102596,29.61866444,22.51294373,20.94082871,19.19058032,21.5182188,19.36871369,17.6184653,19.94610377,15.86821691,18.19585538,20.52349386,5.305933646,7.773724052,3.104087834,-8.541300108,4.821991831,2.723537119,1.134812471,-3.983846174,2.933818481,-1.905481538,-1.951495626,3.246281771,-5.107668792,2.495613713,4.924431049,-7.853651988,-6.07835883
31.34626371,23.31094904,23.67917014,26.87881455,25.80628405,15.27563438,15.64385547,18.84349989,17.77096938,16.01207656,19.21172098,18.13919047,22.4113654,21.33883489,20.26630438,-4.486593976,-9.895428755,2.879395412,0.473953915,3.833614721,6.886580343,3.872971386,-0.784060342,6.969650016,3.737549309,-6.1272285,6.28186003,-4.381363039,3.143915202,6.105228955,3.7060894,3.152026296
31.37153496,28.41308196,27.07658852,30.92977451,25.6844789,25.45462895,24.11813551,27.97132151,22.7260259,22.78164207,26.63482807,21.38953246,30.48801407,25.24271845,19.99742284,9.24555943,8.188067933,4.891615221,7.847888196,5.85635247,3.628702046,9.191554732,-9.408097034,4.706343259,-9.214979053,7.275687065,3.954825941,-2.628945481,4.847918701,3.888257919,0.441447942,-3.837031769
14.21349746,15.34163253,13.67803074,24.3685738,16.77421232,16.4697676,14.80616581,25.49670887,17.90234739,13.14256402,23.83310708,16.2387456,34.52365013,26.92928866,19.33492718,-9.937828866,6.441684187,6.130259423,-2.763529017,-1.120165333,3.088037968,-6.105470651,3.768329465,5.709462265,5.666748395,-5.249116554,2.998156568,-0.724710289,5.0138455,4.057416089,-9.244541415,2.913915849
21.2614305,18.4450323,26.98928172,21.19440481,30.93636058,15.62863411,24.17288353,18.37800662,28.11996239,32.71713295,26.92225604,36.66421181,21.12737913,30.8693349,40.61129067,0.414994575,-4.184012052,2.830242705,-3.415286873,-2.996224946,2.481684916,6.970044516,-5.945317424,2.783948268,3.842463072,7.358212788,3.21204133,8.105237786,-9.778986552,5.572426542,-5.666380195,4.063333814
32.91625486,33.23569538,31.05731979,35.26360871,27.39125818,33.55513591,31.37676032,35.58304924,27.71069871,29.19838473,33.40467364,25.53232312,37.61096256,29.73861203,21.8662615,-1.61090588,8.98727993,4.449867897,8.481273259,-6.10419804,3.455917064,5.583132089,-1.580862412,3.860354375,7.758434952,2.697688075,6.299107275,-9.947871175,2.653504468,6.945508794,-7.926965306,-5.54461697
16.23698888,25.35856823,25.02318357,14.88466489,19.52885282,34.48014758,34.14476292,24.00624424,28.65043218,33.80937826,23.67085958,28.31504752,13.5323409,18.17652883,22.82071677,2.816277601,-0.287730103,3.315244231,-7.532361755,-0.371864145,3.222659191,-4.772927657,-4.250975817,5.658582483,9.210466594,9.526166862,3.979689772,-0.560176105,7.646448051,5.4379377,8.811318828,4.068712061
26.29053809,22.57350555,24.11746679,20.74114017,19.19221755,18.856473,20.40043425,17.02410763,15.475185,21.9443955,18.56806888,17.01914625,15.19174226,13.64281963,12.09389701,-9.806835988,2.790245401,4.814790828,-1.091896007,6.091454438,2.261462135,-4.947193557,4.755052957,5.201091875,-4.085383837,-2.45268509,5.566009943,2.209279853,-6.974613789,4.22635345,1.071616083,-2.802175191
37.84559302,31.14382901,25.25752131,31.41302108,35.90025358,24.442065,18.5557573,24.71125707,29.19848957,12.66944959,18.82494937,23.31218186,24.98044914,29.46768164,33.95491414,8.332527223,-6.298707065,4.968005874,-7.366336346,-5.845859247,5.240944698,-4.925845316,0.172931837,3.851790405,5.77110442,2.949860976,3.800305965,4.38832572,-7.673051009,4.310452826,-5.930927692,5.100634988
15.78523803,14.20799955,26.85528832,15.17780008,21.9668501,12.63076107,25.27804984,13.6005616,20.38961162,37.92533861,26.24785036,33.03690039,14.57036212,21.35941215,28.14846217,2.74628493,3.447589608,3.769794356,5.73258936,-4.706482122,3.18182639,-8.417373286,5.64251823,5.801927225,3.146221684,-4.03138496,2.656467877,-4.753926916,2.47067548,3.256286329,8.690573063,-0.122777884
39.67783787,34.00408632,33.22070056,40.96445071,34.99179144,28.33033477,27.54694901,35.29069916,29.31803989,26.76356326,34.50731341,28.53465414,42.25106355,36.27840428,30.30574501,-2.010699824,7.146140272,4.498432441,3.342186472,2.310940356,6.568621297,-3.154843136,-4.684085783,5.429606133,-9.143597076,0.917580333,6.502772704,-6.552163283,-7.92428765,3.260364848,8.184727928,-9.267270798
21.04205702,27.42818874,30.19186889,32.1980127,25.59189744,33.81432046,36.57800061,38.58414442,31.97802916,39.34168076,41.34782457,34.74170931,43.35396838,36.74785312,30.14173786,-8.947901175,2.293369282,4.801363253,6.005185271,-3.342039598,6.371042715,2.862187082,8.22690853,2.729631726,7.95358153,4.39894254,6.633246474,2.079073251,0.762629903,6.204393324,-9.20679328,-7.064618042
28.38126468,32.23889899,17.5507672,24.25869251,24.82405466,36.0965333,21.40840151,28.11632682,28.68168897,6.720269716,13.42819503,13.99355718,20.13612035,20.70148249,21.26684464,-5.553244356,4.203410775,6.273352268,-9.133299912,-0.479240595,6.094476326,5.436688964,2.945525084,2.548135855,1.259303644,9.312713809,6.404521323,-0.236477213,-0.057530545,6.272252521,7.175210314,4.277836398
20.40757513,24.44962018,18.21339259,22.61616802,26.61964643,28.49166523,22.25543764,26.65821307,30.66169148,16.01921004,20.42198548,24.42546389,24.82476091,28.82823932,32.83171774,9.577831568,1.39406967,4.131125274,2.458715705,9.549608254,2.853211862,-5.390594194,-3.796226957,2.258195896,4.241388052,6.126823054,6.263670616,-4.361581802,9.306974135,6.119722008,2.269832697,-4.406295593
32.34382387,35.72767092,26.55574942,32.02220534,32.04978397,39.11151798,29.93959647,35.4060524,35.43363103,20.76767497,26.23413089,26.26170952,31.70058682,31.72816545,31.75574407,4.14837441,-9.003898183,2.661278561,9.797831028,-9.735592981,2.519951096,6.781602876,3.067983248,5.128519039,1.553736326,-9.487870746,2.553205479,-9.179676014,-7.179441897,5.475813414,-1.828752078,5.785364509
11.73178811,15.36755692,21.4746354,18.1949663,26.03149494,19.00332574,25.11040422,21.83073512,29.66726375,31.21748269,27.93781359,35.77434223,24.6581445,32.49467313,40.33120176,-9.673543927,-8.412191983,4.722383623,-7.465049996,2.979623946,4.88683492,6.13467277,-6.093391677,4.819908582,1.26691962,-1.688292358,6.452976576,9.816141994,-0.009479339,6.243281825,-8.676512593,-5.078465166
23.15563618,28.40012673,17.50129594,22.74651286,25.37411971,33.64461727,22.74578649,27.9910034,30.61861025,11.8469557,17.09217262,19.71977947,22.33738953,24.96499639,27.59260324,2.566529035,1.129951831,2.966507549,0.846211411,-6.7646921,5.320497331,-3.260637226,6.484919514,4.680941522,3.790061701,5.844915044,3.225165117,6.707138655,5.832073163,2.366695099,-6.811885826,7.236590794
22.20991396,27.87441267,18.32170738,24.00767738,17.85092821,33.53891139,23.9862061,29.6721761,23.51542693,14.43350081,20.11947081,13.96272164,25.80544081,19.64869164,13.49194247,-8.014534282,7.462387816,4.664016739,6.6874323,7.97314406,6.39949381,-3.649726607,1.867563458,5.821424964,-1.022705213,8.880425382,5.324157646,-6.590023155,-7.798020986,3.372569972,-5.03704557,-2.165778069
